"","PROGRAM","BUSINESS_STATE","BUSINESS_COUNTY","BUSINESS_CITY","BUSINESS_ZIP","RURAL","URBAN","SBA_DISTRICT_OFFICE","CONGRESSIONAL_DISTRICT","PROJECT_NAICS","BUSINESS_NAICS","BUSINESS_STARTED","QUICK_BOND","BUSINESS_8A","BUSINESS_HUBZONE","PRINCIPAL_1_VETERAN","PRINCIPAL_1_GENDER","PRINCIPAL_1_RACE","PRINCIPAL_1_HISPANIC","PRINCIPAL_2_VETERAN","PRINCIPAL_2_GENDER","PRINCIPAL_2_RACE","PRINCIPAL_2_HISPANIC","PRINCIPAL_3_VETERAN","PRINCIPAL_3_GENDER","PRINCIPAL_3_RACE","PRINCIPAL_3_HISPANIC","PRINCIPAL_4_VETERAN","PRINCIPAL_4_GENDER","PRINCIPAL_4_RACE","PRINCIPAL_4_HISPANIC","PRINCIPAL_5_VETERAN","PRINCIPAL_5_GENDER","PRINCIPAL_5_RACE","PRINCIPAL_5_HISPANIC","LARGEST_CONTRACT","PROJECT_START_DATE","PROJECT_END_DATE","PROJECT_NAICS_TEXT","PROJECT_STATE","PROJECT_COUNTY","PROJECT_ZIP","OBLIGEE_TYPE","APPLICANT_CATEGORY","PERCENT_SUBCONTRACT","CONTRACTOR_JOB_STARTED","GUARANTY_PERCENT","INSTANCE_NUMBER","INSTANCE_TYPE","INSTANCE_DATE","INSTANCE_CONTRACT_AMOUNT","BOND_STATUS","BOND_TYPE","JOB_RETAINED","JOB_CREATED","BOND_DECISION","BOND_LINE","ProjectStartYear","CriticalTech","count","AnyTag"
"106","SBG","OH","LORAIN","NORTH RIDGEVILLE",44039,"Yes","No",549,7,541512,541512,"10/16/1997","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-06,"2/14/2015","Computer Systems Design Services","OH","LORAIN",44011,"Local","Prime",0,"No",80,1,"Decrease","9/22/2014",175000,"Cancelled","BID",NA,NA,"Approve","No",2014,"Computing",1,TRUE
"107","SBG","OH","LORAIN","NORTH RIDGEVILLE",44039,"Yes","No",549,7,541512,541512,"10/16/1997","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464950,2014-12-01,"12/31/2015","Computer Systems Design Services","OH","LORAIN",44011,"Local","Prime",0,"No",80,0,"Original","10/21/2014",775000,"Cancelled","BID",NA,NA,"Approve","No",2014,"Computing",1,TRUE
"108","SBG","SD","LINCOLN","SIOUX FALLS",57108,"No","Yes",876,0,541519,541519,"1/30/2003","No","No","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,2014-11-15,"8/11/2015","Other Computer Related Services","MN","ITASCA",55744,"State","Prime",0,"No",80,0,"Original","11/18/2014",428927,"Active","FINAL",0,1,"Approve","No",2014,"Computing",1,TRUE
"109","SBG","CA","LOS ANGELES","GLENDALE",91203,"No","Yes",914,28,541512,541512,"5/13/2006","No","Yes","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,2609383,2015-07-01,"7/1/2016","Computer Systems Design Services","CA","KERN",93250,"Special Dist.","Prime",0,"No",90,0,"Original","2/27/2015",7e+05,"Cancelled","BID",NA,NA,"Approve","No",2015,"Computing",1,TRUE
"110","SBG","VA","AUGUSTA","STAUNTON",24401,"Yes","No",304,6,221114,238990,"1/1/2006","No","Yes","No","Veteran","Male","White","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-01,"10/1/2015","Solar Electric Power Generation","VA","PAGE",22835,"Federal","Prime",15,"No",90,0,"Original","3/4/2015",2e+05,"Cancelled","BID",NA,NA,"Approve","No",2015,"Renewables",1,TRUE
"111","SBG","CA","ORANGE","IRVINE",92606,"No","Yes",920,45,334290,236220,"9/26/2011","No","Yes","No","Non-Veteran","Male","White,Native Hawaiian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-15,"5/15/2015","Other Communications Equipment Manufacturing","CA","ORANGE",92821,"State","Prime",10,"No",90,0,"Original","3/5/2015",350000,"Cancelled","BID",NA,NA,"Approve","No",2015,"FutureG",1,TRUE
"112","SBG","SC","CHARLESTON","MOUNT PLEASANT",29466,"No","Yes",464,1,334220,238210,"8/1/1996","Yes","Yes","No","Non-Veteran","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","SC","CHARLESTON",29413,"State","Prime",0,"No",90,0,"Original","3/6/2015",142788,NA,"FINAL",1,0,"Withdraw","No",NA,"FutureG",1,TRUE
"113","SBG","CA","ORANGE","IRVINE",92606,"No","Yes",920,45,334290,236220,"9/26/2011","No","No","No","Non-Veteran","Male","White,Native Hawaiian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Communications Equipment Manufacturing","CA","SACRAMENTO",95816,"State","Prime",10,"No",90,0,"Original","4/17/2015",390000,NA,"BID",NA,NA,"Decline","No",NA,"FutureG",1,TRUE
"114","SBG","SC","CHARLESTON","MOUNT PLEASANT",29466,"No","Yes",464,1,334220,238210,"8/1/1996","Yes","No","No","Non-Veteran","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-30,"8/31/2015","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","SC","CHARLESTON",29401,"State","Prime",0,"No",80,0,"Original","7/8/2015",147784.2,"Active","FINAL",1,0,"Approve","No",2015,"FutureG",1,TRUE
"115","SBG","CO","JEFFERSON","GOLDEN",80401,"No","Yes",811,2,221114,221114,"8/9/2013","No","No","No","Veteran","Male","White","No","Unknown/NotStated","Female",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874526,2015-08-01,"10/20/2015","Solar Electric Power Generation","NM","BERNALILLO",87101,"Private","SubContractor",4,"No",90,0,"Original","7/28/2015",815943,"Active","FINAL",0,1,"Approve","No",2015,"Renewables",1,TRUE
"116","SBG","CO","JEFFERSON","GOLDEN",80401,"No","Yes",811,2,221114,221114,"8/9/2013","No","No","No","Veteran","Male","White","No","Unknown/NotStated","Female",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874526,2015-08-01,"10/20/2015","Solar Electric Power Generation","NM","BERNALILLO",87101,"Private","SubContractor",4,"No",90,1,"Increase","8/17/2015",815943,"Active","FINAL",0,1,"Approve","No",2015,"Renewables",1,TRUE
"117","SBG","WY","FREMONT","LANDER",82520,"No","Yes",897,0,221114,238210,"3/21/2001","Yes","No","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-20,"2/10/2016","Solar Electric Power Generation","WY","TETON",83001,"Local","Prime",0,"No",90,0,"Original","11/16/2015",81134,"Closed","FINAL",0,1,"Approve","No",2015,"Renewables",1,TRUE
"118","PSB","TX","BOWIE","NASH",75569,"No","Yes",610,4,221111,237310,"1/1/1980","No","No","No","Non-Veteran","Male","White","No","Non-Veteran","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hydroelectric Power Generation","AR","PIKE",71958,"Private","SubContractor",NA,"No",70,0,"Original","8/25/2016",470000,"Cancelled","BID",NA,NA,"Approve","No",NA,"Renewables",1,TRUE
"119","SBG","OH","MONTGOMERY","DAYTON",45458,"No","Yes",593,1,541519,541519,"1/31/2015","No","No","No","Service Disabled Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,2017-04-01,"12/31/2017","Other Computer Related Services","OH","MONTGOMERY",45428,"Federal","Prime",40,"No",90,0,"Original","2/9/2017",1e+06,"Cancelled","BID",NA,NA,"Approve","No",2017,"Computing",1,TRUE
"120","SBG","CA","LOS ANGELES","BURBANK",91505,"No","Yes",914,28,541511,541511,"1/1/2011","No","No","No","Non-Veteran","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441206,2017-08-01,"2/1/2018","Custom Computer Programming Services","CA","LOS ANGELES",90815,"Local","Prime",33,"No",80,0,"Original","6/7/2017",750000,NA,"BID",NA,NA,"Decline","No",2017,"Computing",1,TRUE
"121","SBG","TX","DENTON","ARGYLE",76226,"Yes","No",610,26,517210,517210,"9/4/2003","Yes","No","No","Veteran","Male","White","No","Unknown/NotStated","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-15,"2/15/2017","Wireless Telecommunications Carriers (except Satellite)","TX","COLLIN",75074,"Local","Prime",0,"No",90,0,"Original","9/18/2017",150000,"Cancelled","BID",NA,NA,"Approve","No",2017,"FutureG",1,TRUE
"122","SBG","OH","MONTGOMERY","DAYTON",45458,"No","Yes",593,1,541519,541519,"1/31/2015","No","No","No","Service Disabled Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,2018-03-01,"12/1/2018","Other Computer Related Services","OK","MUSKOGEE",74401,"Federal","Prime",40,"No",90,0,"Original","11/20/2017",350000,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"123","SBG","OH","MONTGOMERY","DAYTON",45458,"No","Yes",593,1,541519,541519,"1/31/2015","No","No","No","Service Disabled Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,2018-03-01,"12/1/2018","Other Computer Related Services","OK","MUSKOGEE",74401,"Federal","Prime",40,"No",90,1,"Increase","12/13/2017",7e+05,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"124","SBG","CA","ORANGE","NEWPORT BEACH",92660,"No","Yes",920,45,541519,541519,"6/1/2011","Yes","No","No","Unknown/NotStated","Male","White","No","Unknown/NotStated","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,"6/30/2019","Other Computer Related Services","CA","SAN BERNARDINO",91730,"Local","Prime",0,"No",80,0,"Original","1/18/2018",175000,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"125","SBG","LA","JEFFERSON","HARVEY",70058,"No","Yes",679,2,541512,541512,"5/11/1984","No","No","No","Non-Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300000,2018-01-31,"12/31/2018","Computer Systems Design Services","LA","JEFFERSON",70062,"Local","SubContractor",0,"No",90,0,"Original","1/25/2018",1112777,"Closed","FINAL",15,0,"Approve","No",2018,"Computing",1,TRUE
"126","SBG","CA","ORANGE","NEWPORT BEACH",92660,"No","Yes",920,45,541519,541519,"6/1/2011","Yes","No","No","Unknown/NotStated","Male","White","No","Unknown/NotStated","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,"6/30/2019","Other Computer Related Services","CA","IMPERIAL",92243,"Local","Prime",37,"No",80,0,"Original","2/16/2018",173865,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"127","SBG","NV","STOREY","RENO",89521,"No","Yes",944,2,541512,541512,"1/1/2018","Yes","No","No","Unknown/NotStated","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-01,"7/1/2018","Computer Systems Design Services","NV","ELKO",89833,"State","Prime",0,"No",80,0,"Original","4/17/2018",125000,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"128","SBG","OH","LORAIN","NORTH RIDGEVILLE",44039,"Yes","No",549,7,541512,541512,"10/16/1997","Yes","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-01,"8/3/2018","Computer Systems Design Services","OH","CUYAHOGA",44120,"Local","Prime",0,"No",80,0,"Original","4/27/2018",175000,"Active","BID",16,0,"Approve","No",2018,"Computing",1,TRUE
"129","SBG","OH","LORAIN","NORTH RIDGEVILLE",44039,"Yes","No",549,7,541512,541512,"10/16/1997","Yes","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,"8/15/2018","Computer Systems Design Services","OH","LORAIN",44011,"Local","Prime",0,"No",80,0,"Original","5/16/2018",115000,"Cancelled","BID",NA,NA,"Approve","No",2018,"Computing",1,TRUE
"130","SBG","OH","LORAIN","NORTH RIDGEVILLE",44039,"Yes","No",549,7,541512,541512,"10/16/1997","Yes","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-01,"8/3/2018","Computer Systems Design Services","OH","CUYAHOGA",44120,"Local","Prime",0,"No",80,1,"Original","5/25/2018",173000,"Active","FINAL",16,0,"Approve","No",2018,"Computing",1,TRUE
"131","SBG","MI","KENT","GRANDVILLE",49468,"Yes","No",515,2,541690,541990,"1/1/2012","No","No","No","Non-Veteran","Male",NA,"No","Non-Veteran","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,2018-07-16,"12/31/2019","Other Scientific and Technical Consulting Services","PA","CUMBERLAND",17013,"Private","SubContractor",0,"No",80,0,"Original","7/11/2018",1500000,"Active","FINAL",5,0,"Approve","No",2018,"High Technology",1,TRUE
"132","SBG","CA","ORANGE","HUNTINGTON BEACH",92649,"No","Yes",920,48,334290,238210,"7/1/1999","No","No","No","Non-Veteran","Male","White","No","Unknown/NotStated","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5978000,2018-08-08,"7/29/2019","Other Communications Equipment Manufacturing","KS","JOHNSON",66208,"Local","Prime",0,"No",80,0,"Original","8/6/2018",1054155.82,"Closed","FINAL",30,0,"Approve","No",2018,"FutureG",1,TRUE
"133","SBG","CA","ORANGE","HUNTINGTON BEACH",92649,"No","Yes",920,48,334290,238210,"7/1/1999","Yes","No","No","Non-Veteran","Male","White","No","Unknown/NotStated","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-13,"8/12/2019","Other Communications Equipment Manufacturing","CA","SAN BERNARDINO",92373,"Local","Prime",0,"No",90,0,"Original","8/13/2018",69455.83,"Closed","FINAL",30,0,"Approve","No",2018,"FutureG",1,TRUE
"134","SBG","FL","BREVARD","COCOA",32922,"No","Yes",455,8,221114,236220,"9/1/2015","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,"11/9/2018","Solar Electric Power Generation","SC","CLARENDON",29148,"Local","Prime",0,"No",80,0,"Original","10/1/2018",213120,"Active","FINAL",10,0,"Approve","No",2018,"Renewables",1,TRUE
"135","SBG","FL","BREVARD","COCOA",32922,"No","Yes",455,8,221114,236220,"9/1/2015","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,"11/9/2018","Solar Electric Power Generation","SC","CLARENDON",29148,"Local","Prime",0,"No",80,1,"Increase","10/2/2018",213120,"Active","FINAL",10,0,"Approve","No",2018,"Renewables",1,TRUE
"136","SBG","FL","BREVARD","COCOA",32922,"No","Yes",455,8,221114,236220,"9/1/2015","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,"11/9/2018","Solar Electric Power Generation","SC","CLARENDON",29148,"Local","Prime",0,"No",80,2,"Decrease","10/22/2018",213120,"Active","FINAL",10,0,"Approve","No",2018,"Renewables",1,TRUE
"137","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348252,2018-11-01,"4/21/2019","Solar Electric Power Generation","AZ","PINAL",85131,"Private","Prime",25,"No",80,0,"Original","10/25/2018",829307,"Active","FINAL",7,2,"Approve","No",2018,"Renewables",1,TRUE
"138","SBG","CA","ORANGE","HUNTINGTON BEACH",92649,"No","Yes",920,48,334290,238210,"7/1/1999","Yes","No","No","Non-Veteran","Male","White","No","Unknown/NotStated","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05,"2/28/2019","Other Communications Equipment Manufacturing","CA","ORANGE",92626,"Local","Prime",0,"No",80,0,"Original","11/1/2018",145998.29,"Closed","FINAL",30,0,"Approve","No",2018,"FutureG",1,TRUE
"139","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348252,2018-11-01,"4/21/2019","Solar Electric Power Generation","AZ","PINAL",85131,"Private","Prime",25,"No",80,1,"Decrease","11/9/2018",829307,"Active","FINAL",7,2,"Approve","No",2018,"Renewables",1,TRUE
"140","SBG","CA","ORANGE","HUNTINGTON BEACH",92649,"No","Yes",920,48,334290,238210,"7/1/1999","Yes","No","No","Non-Veteran","Male","White","No","Unknown/NotStated","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-19,"12/31/2018","Other Communications Equipment Manufacturing","CA","SAN DIEGO",92071,"Local","Prime",20,"No",90,0,"Original","11/16/2018",39245.45,"Closed","FINAL",30,0,"Approve","No",2018,"FutureG",1,TRUE
"141","SBG","CA","ORANGE","HUNTINGTON BEACH",92649,"No","Yes",920,48,334290,238210,"7/1/1999","Yes","No","No","Non-Veteran","Male","White","No","Unknown/NotStated","Male",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-19,"12/31/2018","Other Communications Equipment Manufacturing","CA","SAN DIEGO",92071,"Local","Prime",30,"No",90,0,"Original","11/16/2018",39304.93,"Closed","FINAL",30,0,"Approve","No",2018,"FutureG",1,TRUE
"142","SBG","TN","DAVIDSON","LA VERGNE",37086,"No","Yes",474,4,221111,238210,"7/1/2002","No","No","No","Non-Veteran","Male","White","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,2019-02-10,"5/20/2020","Hydroelectric Power Generation","KY","LIVINGSTON",42045,"Federal","SubContractor",25,"No",80,0,"Original","2/8/2019",1387600,"Closed","FINAL",0,0,"Approve","No",2019,"Renewables",1,TRUE
"143","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-11,"2/11/2020","Solar Electric Power Generation","AZ","MARICOPA",85072,"Private","Prime",0,"No",90,0,"Original","2/11/2019",5e+05,NA,"FINAL",12,0,"Withdraw","No",2019,"Renewables",1,TRUE
"144","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,2019-02-15,"7/15/2019","Solar Electric Power Generation","AZ","COCHISE",85607,"Private","Prime",25,"No",90,0,"Original","2/12/2019",333697,"Active","FINAL",12,0,"Approve","No",2019,"Renewables",1,TRUE
"145","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-15,"2/15/2020","Solar Electric Power Generation","AZ","MARICOPA",85004,"Private","Prime",0,"No",90,0,"Original","2/13/2019",5e+05,"Active","FINAL",12,0,"Approve","No",2019,"Renewables",1,TRUE
"146","SBG","CA","SAN JOAQUIN","MANTECA",95336,"No","Yes",931,9,221114,238210,"1/7/2016","Yes","No","No","Unknown/NotStated","Male","White","No","Unknown/NotStated","Male","White","No","Unknown/NotStated","Female","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-01,"9/1/2019","Solar Electric Power Generation","CA","SAN JOAQUIN",95236,"Local","Prime",0,"No",80,0,"Original","3/6/2019",109920,"Active","FINAL",5,0,"Approve","No",2019,"Renewables",1,TRUE
"147","SBG","NV","STOREY","RENO",89521,"No","Yes",944,2,541512,541512,"1/1/2018","Yes","No","No","Unknown/NotStated","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01,"7/1/2019","Computer Systems Design Services","NV","CARSON CITY",89701,"State","Prime",0,"No",90,0,"Original","3/25/2019",19764,"Closed","FINAL",0,1,"Approve","No",2019,"Computing",1,TRUE
"148","SBG","AZ","MARICOPA","PHOENIX",85027,"No","Yes",988,6,221114,238210,"8/25/2008","No","No","No","Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06,"6/6/2020","Solar Electric Power Generation","AZ","MARICOPA",85072,"Private","Prime",0,"No",90,0,"Original","5/31/2019",5e+05,"Closed","FINAL",13,0,"Approve","No",2019,"Renewables",1,TRUE
"149","SBG","AZ","MARICOPA","PHOENIX",85044,"No","Yes",988,7,221114,238210,"12/1/2010","No","No","No","Non-Veteran","Male","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25,"1/1/2020","Solar Electric Power Generation","AZ","MARICOPA",85072,"Private","Prime",0,"No",80,0,"Original","6/21/2019",5e+05,"Active","FINAL",18,0,"Approve","No",2019,"Renewables",1,TRUE
"150","SBG","FL","PALM BEACH","BOCA RATON",33487,"No","Yes",455,21,541519,541519,"11/6/2003","No","No","No","Non-Veteran","Female","White","No","Non-Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200000,2019-08-01,"6/30/2020","Other Computer Related Services","TX","DALLAS",75261,"State","Prime",20,"No",80,0,"Original","8/1/2019",1075556,"Closed","FINAL",10,0,"Approve","No",2019,"Computing",1,TRUE
"151","SBG","FL","PALM BEACH","BOCA RATON",33487,"No","Yes",455,21,541519,541519,"11/6/2003","No","No","No","Non-Veteran","Female","White","No","Non-Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-10,"12/10/2020","Other Computer Related Services","FL","BREVARD",32922,"Local","Prime",0,"No",80,0,"Original","8/6/2019",1158934,"Cancelled","BID",NA,NA,"Approve","No",2019,"Computing",1,TRUE
"152","SBG","FL","PALM BEACH","BOCA RATON",33487,"No","Yes",455,21,541519,541519,"11/6/2003","No","No","No","Non-Veteran","Female","White","No","Non-Veteran","Male","Black","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-22,"1/1/2020","Other Computer Related Services","LA","OUACHITA",71201,"Local","Prime",0,"No",80,0,"Original","8/16/2019",300568,"Closed","FINAL",20,0,"Approve","No",2019,"Computing",1,TRUE
